0|iata_code|1|name_eng|2|country_eng
MEI|MEI|Key Field|Key Field|United States|United States
MEJ|MEJ|Meadville|Meadville|United States|United States
MEK|MEK|Meknes|Meknes|Morocco|Morocco
MEL|MEL|Tullamarine International|Tullamarine International|Australia|Australia
MEM|MEM|Memphis International|Memphis International|United States|United States
MEN|MEN|Brenoux|Brenoux|France|France
MEO|MEO|Dare County Regional|Dare County Regional|United States|United States
MEP|MEP|Mersing|Mersing|Malaysia|Malaysia
MEQ|MEQ|Seunagan|Seunagan|Indonesia|Indonesia
MER|MER|Castle AFB|Castle AFB|United States|United States
MES|MES|Polonia|Polonia|Indonesia|Indonesia
MET|MET|Moreton|Moreton|Australia|Australia
MEU|MEU|Monte Dourado|Monte Dourado|Brazil|Brazil
MEV|MEV|Douglas County|Douglas County|United States|United States
MEW|MEW|Mweka|Mweka|Democratic Republic Of Congo|Democratic Republic Of Congo
MEX|MEX|Benito Juarez International|Benito Juarez International|Mexico|Mexico
MEY|MEY|Meghauli|Meghauli|Nepal|Nepal
MEZ|MEZ|Messina|Messina|South Africa|South Africa
MFA|MFA|Mafia|Mafia|Tanzania|Tanzania
MFB|MFB|Monfort|Monfort|Colombia|Colombia
MFC|MFC|Mafeteng|Mafeteng|Lesotho|Lesotho
MFD|MFD|Lahm Municipal|Lahm Municipal|United States|United States
MFE|MFE|Mc Allen Miller International|Mc Allen Miller International|United States|United States
MFF|MFF|Moanda|Moanda|Gabon|Gabon
MFG|MFG|Muzaffarabad|Muzaffarabad|Pakistan|Pakistan
MFH|MFH|Mesquite|Mesquite|United States|United States
MFI|MFI|Municipal|Municipal|United States|United States
MFJ|MFJ|Moala|Moala|Fiji|Fiji
MFK|MFK|Matsu|Matsu|Taiwan|Taiwan
MFL|MFL|Mount Full Stop|Mount Full Stop|Australia|Australia
MFM|MFM|Macau International|Macau International|Macau|Macau
MFN|MFN|Milford Sound|Milford Sound|New Zealand|New Zealand
MFO|MFO|Manguna|Manguna|Egypt|Egypt
MFP|MFP|Manners Creek|Manners Creek|Australia|Australia
MFQ|MFQ|Maradi|Maradi|Niger|Niger
MFR|MFR|Rogue Valley International - Medford Airport|Rogue Valley International - Medford Airport|United States|United States
MFS|MFS|Miraflores|Miraflores|Colombia|Colombia
MFT|MFT|Machu Picchu|Machu Picchu|Peru|Peru
MFU|MFU|Mfuwe|Mfuwe|Zambia|Zambia
MFV|MFV|Accomack County|Accomack County|United States|United States
MFW|MFW|Magaruque|Magaruque|Mozambique|Mozambique
MFX|MFX|Meribel|Meribel|France|France
MFZ|MFZ|Mesalia|Mesalia|Papua New Guinea|Papua New Guinea
MGA|MGA|Augusto C Sandino|Augusto C Sandino|Nicaragua|Nicaragua
MGB|MGB|Mount Gambier|Mount Gambier|Australia|Australia
MGC|MGC|Michigan City Arpt|Michigan City Arpt|United States|United States
MGD|MGD|Magdalena|Magdalena|Bolivia|Bolivia
MGE|MGE|Dobbins Afb|Dobbins Afb|United States|United States
MGF|MGF|Regional De Maringa SBMG|Regional De Maringa SBMG|Brazil|Brazil
MGG|MGG|Margarima|Margarima|Papua New Guinea|Papua New Guinea
MGH|MGH|Margate|Margate|South Africa|South Africa
MGI|MGI|Matagorda AFB|Matagorda AFB|Philippines|Philippines
MGJ|MGJ|Orange County|Orange County|United States|United States
MGK|MGK|Mong Ton|Mong Ton|Myanmar|Myanmar
MGL|MGL|Moenchen-gl. - Dus Exp|Moenchen-gl. - Dus Exp|Germany|Germany
MGM|MGM|Dannelly Fld|Dannelly Fld|United States|United States
MGN|MGN|Baracoa|Baracoa|Colombia|Colombia
MGO|MGO|Manega|Manega|Gabon|Gabon
MGP|MGP|Manga|Manga|Papua New Guinea|Papua New Guinea
MGQ|MGQ|Mogadishu International Airport|Mogadishu International Airport|Somalia|Somalia
MGR|MGR|Thomasville|Thomasville|United States|United States
MGS|MGS|Mangaia Island|Mangaia Island|Cook Islands|Cook Islands
MGT|MGT|Milingimbi|Milingimbi|Australia|Australia
MGU|MGU|Manaung|Manaung|Myanmar|Myanmar
MGV|MGV|Margaret River|Margaret River|Australia|Australia
MGW|MGW|Morgantown|Morgantown|United States|United States
MGX|MGX|Moabi|Moabi|Gabon|Gabon
MGY|MGY|Dayton-Wright Brothers Airport|Dayton-Wright Brothers Airport|United States|United States
MGZ|MGZ|Myeik|Myeik|Myanmar|Myanmar
MHA|MHA|Mahdia|Mahdia|Guyana|Guyana
MHB|MHB|Mechanics Bay|Mechanics Bay|New Zealand|New Zealand
MHC|MHC|Macmahon Camp 4|Macmahon Camp 4|Peru|Peru
MHD|MHD|Mashad|Mashad|Iran|Iran
MHE|MHE|Municipal|Municipal|United States|United States
MHF|MHF|Morichal|Morichal|Colombia|Colombia
MHG|MHG|Mannheim Arpt|Mannheim Arpt|Germany|Germany
MHH|MHH|International|International|Bahamas|Bahamas
MHI|MHI|Musha|Musha|Djibouti|Djibouti
MHJ|MHJ|Misrak Gashamo|Misrak Gashamo|Ethiopia|Ethiopia
MHK|MHK|Municipal|Municipal|United States|United States
MHL|MHL|Memorial Municipal|Memorial Municipal|United States|United States
MHM|MHM|Intermediate|Intermediate|United States|United States
MHN|MHN|Mullen|Mullen|United States|United States
MHO|MHO|Mount House|Mount House|Australia|Australia
MHP|MHP|Minsk International 1|Minsk International 1|Belarus|Belarus
MHQ|MHQ|Mariehamn|Mariehamn|Finland|Finland
MHR|MHR|Sacramento Mather Airport|Sacramento Mather Airport|United States|United States
MHS|MHS|Rep|Rep|United States|United States
MHT|MHT|Manchester|Manchester|United States|United States
MHU|MHU|Mount Hotham|Mount Hotham|Australia|Australia
MHV|MHV|Kern County|Kern County|United States|United States
MHW|MHW|Monteagudo|Monteagudo|Bolivia|Bolivia
MHX|MHX|Manihiki Island|Manihiki Island|Cook Islands|Cook Islands
MHY|MHY|Morehead|Morehead|Papua New Guinea|Papua New Guinea
MHZ|MHZ|Mildenhall Arpt|Mildenhall Arpt|United Kingdom|United Kingdom
MIA|MIA|Miami International Airport|Miami International Airport|United States|United States
MIB|MIB|Minot AFB|Minot AFB|United States|United States
MIC|MIC|Crystal|Crystal|United States|United States
MID|MID|Rejon|Rejon|Mexico|Mexico
MIE|MIE|Delaware County|Delaware County|United States|United States
MIF|MIF|Roy Hurd Memorial|Roy Hurd Memorial|United States|United States
MIG|MIG|Mian Yang|Mian Yang|China|China
MIH|MIH|Mitchell Plateau|Mitchell Plateau|Australia|Australia
MII|MII|Dr Gastao Vidigal|Dr Gastao Vidigal|Brazil|Brazil
MIJ|MIJ|Mili Island|Mili Island|Marshall Islands|Marshall Islands
MIK|MIK|Mikkeli|Mikkeli|Finland|Finland
MIM|MIM|Merimbula|Merimbula|Australia|Australia
MIN|MIN|Minnipa|Minnipa|Australia|Australia
MIO|MIO|Miami|Miami|United States|United States
MIP|MIP|Mitspeh Ramon|Mitspeh Ramon|Israel|Israel
MIQ|MIQ|Simón Bolívar International|Simón Bolívar International|Venezuela|Venezuela
MIR|MIR|Monastir|Monastir|Tunisia|Tunisia
MIS|MIS|Misima Island|Misima Island|Papua New Guinea|Papua New Guinea
MIT|MIT|Kern County|Kern County|United States|United States
MIU|MIU|Maiduguri|Maiduguri|Nigeria|Nigeria
MIV|MIV|Millville|Millville|United States|United States
MIW|MIW|Municipal|Municipal|United States|United States
MIX|MIX|Miriti|Miriti|Colombia|Colombia
MIY|MIY|Mittiebah|Mittiebah|Australia|Australia
MIZ|MIZ|Mainoru|Mainoru|Australia|Australia
MJA|MJA|Manja|Manja|Madagascar|Madagascar
MJB|MJB|Mejit Island|Mejit Island|Marshall Islands|Marshall Islands
MJC|MJC|Man|Man|Cote D&#039;Ivoire|Cote D&#039;Ivoire
MJD|MJD|Mohenjodaro|Mohenjodaro|Pakistan|Pakistan
MJE|MJE|Majkin|Majkin|Marshall Islands|Marshall Islands
MJF|MJF|Kjaerstad|Kjaerstad|Norway|Norway
MJG|MJG|Mayajigua|Mayajigua|Cuba|Cuba
MJH|MJH|Majma|Majma|Saudi Arabia|Saudi Arabia
MJI|MJI|Mitiga|Mitiga|Libya|Libya
MJJ|MJJ|Moki|Moki|Papua New Guinea|Papua New Guinea
MJK|MJK|Shark Bay|Shark Bay|Australia|Australia
MJL|MJL|Mouila|Mouila|Gabon|Gabon
MJM|MJM|Mbuji Mayi|Mbuji Mayi|Democratic Republic Of Congo|Democratic Republic Of Congo
MJN|MJN|Amborovy|Amborovy|Madagascar|Madagascar
MJO|MJO|Mount Etjo Lodge|Mount Etjo Lodge|Namibia|Namibia
MJP|MJP|Manjimup|Manjimup|Australia|Australia
MJQ|MJQ|Jackson|Jackson|United States|United States
MJR|MJR|Miramar|Miramar|Argentina|Argentina
MJS|MJS|Maganja Da Costa|Maganja Da Costa|Mozambique|Mozambique
MJT|MJT|Mytilene International Airport|Mytilene International Airport|Greece|Greece
MJU|MJU|Mamuju|Mamuju|Indonesia|Indonesia
MJV|MJV|San Javier|San Javier|Spain|Spain
MJW|MJW|Mahenye|Mahenye|Mozambique|Mozambique
MJX|MJX|Robert J. Miller|Robert J. Miller|United States|United States
MJY|MJY|Mangunjaya|Mangunjaya|Indonesia|Indonesia
MJZ|MJZ|Mirnyj|Mirnyj|Russian Federation|Russian Federation
MKA|MKA|Marianske Lazne|Marianske Lazne|Czech Republic|Czech Republic
MKB|MKB|Mekambo|Mekambo|Gabon|Gabon
MKC|MKC|Downtown|Downtown|United States|United States
MKD|MKD|Chagni|Chagni|Ethiopia|Ethiopia
MKE|MKE|General Mitchell International|General Mitchell International|United States|United States
MKF|MKF|Mckenna AAF|Mckenna AAF|United States|United States
MKG|MKG|Muskegon|Muskegon|United States|United States
MKH|MKH|Mokhotlong|Mokhotlong|Lesotho|Lesotho
MKJ|MKJ|Makoua|Makoua|Congo|Congo
MKK|MKK|Molokai|Molokai|United States|United States
MKL|MKL|Mc Kellar-Sipes Regional|Mc Kellar-Sipes Regional|United States|United States
MKM|MKM|Mukah|Mukah|Malaysia|Malaysia
MKN|MKN|Malekolon|Malekolon|Papua New Guinea|Papua New Guinea
MKO|MKO|Davis Field|Davis Field|United States|United States
MKP|MKP|Makemo|Makemo|French Polynesia|French Polynesia
MKQ|MKQ|Mopah|Mopah|Indonesia|Indonesia
MKR|MKR|Meekatharra|Meekatharra|Australia|Australia
MKS|MKS|Mekane Selam|Mekane Selam|Ethiopia|Ethiopia
MKT|MKT|Municipal|Municipal|United States|United States
MKU|MKU|Makokou|Makokou|Gabon|Gabon
MKV|MKV|Mt Cavenagh|Mt Cavenagh|Australia|Australia
MKW|MKW|Rendani|Rendani|Indonesia|Indonesia
MKX|MKX|Mukalla|Mukalla|Yemen|Yemen
MKY|MKY|Mackay|Mackay|Australia|Australia
MKZ|MKZ|Batu Berendam|Batu Berendam|Malaysia|Malaysia
MLA|MLA|Malta International|Malta International|Malta|Malta
MLB|MLB|Melbourne International Airport|Melbourne International Airport|United States|United States
MLC|MLC|Mc Alester|Mc Alester|United States|United States
MLD|MLD|Malad City|Malad City|United States|United States
MLE|MLE|Male International|Male International|Maldives|Maldives
MLF|MLF|Milford|Milford|United States|United States
MLG|MLG|Abdul Rahman Saleh|Abdul Rahman Saleh|Indonesia|Indonesia
MLH|MLH|EuroAirport|EuroAirport|France|France
MLI|MLI|Quad-City|Quad-City|United States|United States
MLJ|MLJ|Baldwin County|Baldwin County|United States|United States
MLK|MLK|Malta|Malta|United States|United States
MLL|MLL|Marshall|Marshall|United States|United States
MLM|MLM|Francisco J. Múgica Internacional|Francisco J. Múgica Internacional|Mexico|Mexico
MLN|MLN|Melilla|Melilla|Spain|Spain
MLO|MLO|Milos|Milos|Greece|Greece
MLP|MLP|Malabang|Malabang|Philippines|Philippines
MLQ|MLQ|Malalaua|Malalaua|Papua New Guinea|Papua New Guinea
MLR|MLR|Millicent|Millicent|Australia|Australia
MLS|MLS|Municipal|Municipal|United States|United States
MLT|MLT|Millinocket|Millinocket|United States|United States
MLU|MLU|Municipal|Municipal|United States|United States
MLV|MLV|Merluna|Merluna|Australia|Australia
MLW|MLW|Sprigg Payne|Sprigg Payne|Liberia|Liberia
MLX|MLX|Malatya|Malatya|Turkey|Turkey
MLY|MLY|Manley Hot Springs|Manley Hot Springs|United States|United States
MLZ|MLZ|Melo|Melo|Uruguay|Uruguay
MMB|MMB|Memanbetsu|Memanbetsu|Japan|Japan
MMC|MMC|Ciudad Mante|Ciudad Mante|Mexico|Mexico
MMD|MMD|Maridor|Maridor|Japan|Japan
MME|MME|Durham Tees Valley|Durham Tees Valley|United Kingdom|United Kingdom
MMF|MMF|Mamfe|Mamfe|Cameroon|Cameroon
MMG|MMG|Mount Magnet|Mount Magnet|Australia|Australia
MMH|MMH|Mammoth Lakes|Mammoth Lakes|United States|United States
MMI|MMI|McMinn County|McMinn County|Greece|Greece
MMJ|MMJ|Matsumoto|Matsumoto|Japan|Japan
MMK|MMK|Murmansk Airport Murmashi|Murmansk Airport Murmashi|Russian Federation|Russian Federation
MML|MML|Municipal-Ryan Field|Municipal-Ryan Field|United States|United States
MMM|MMM|Middlemount|Middlemount|Australia|Australia
MMN|MMN|Minute Man Airfield|Minute Man Airfield|United States|United States
MMO|MMO|Vila Do Maio|Vila Do Maio|Cape Verde|Cape Verde
MMP|MMP|Mompos|Mompos|Colombia|Colombia
MMQ|MMQ|Mbala|Mbala|Zambia|Zambia
MMR|MMR|Camp Maybry AHP|Camp Maybry AHP|United States|United States
MMS|MMS|Selfs|Selfs|United States|United States
MMT|MMT|Mc Entire ANG Base|Mc Entire ANG Base|United States|United States
MMU|MMU|Municipal|Municipal|United States|United States
MMV|MMV|Mal|Mal|Venezuela|Venezuela
MMW|MMW|Moma|Moma|Mozambique|Mozambique
MMX|MMX|Sturup|Sturup|Sweden|Sweden
MMY|MMY|Hirara|Hirara|Japan|Japan
MMZ|MMZ|Maimana|Maimana|Afghanistan|Afghanistan
MNA|MNA|Melangguane|Melangguane|Indonesia|Indonesia
MNB|MNB|Moanda|Moanda|Democratic Republic Of Congo|Democratic Republic Of Congo
MNC|MNC|Nacala|Nacala|Mozambique|Mozambique
MND|MND|Medina|Medina|Colombia|Colombia
MNE|MNE|Mungeranie|Mungeranie|Australia|Australia
MNF|MNF|Mana Island Airstrip|Mana Island Airstrip|Fiji|Fiji
MNG|MNG|Maningrida|Maningrida|Australia|Australia
MNH|MNH|Minneriya|Minneriya|Sri Lanka|Sri Lanka
MNI|MNI|Gerald&#039;s Airport|Gerald&#039;s Airport|Montserrat|Montserrat
MNJ|MNJ|Mananjary|Mananjary|Madagascar|Madagascar
MNK|MNK|Maiana|Maiana|Kiribati|Kiribati
MNL|MNL|Ninoy Aquino Intl|Ninoy Aquino Intl|Philippines|Philippines
MNM|MNM|Menominee|Menominee|United States|United States
MNN|MNN|Municipal|Municipal|United States|United States
MNO|MNO|Manono|Manono|Democratic Republic Of Congo|Democratic Republic Of Congo
MNP|MNP|Maron|Maron|Sierra Leone|Sierra Leone
MNQ|MNQ|Monto|Monto|Australia|Australia
MNR|MNR|Mongu|Mongu|Zambia|Zambia
MNS|MNS|Mansa|Mansa|Zambia|Zambia
MNT|MNT|Minto|Minto|United States|United States
MNU|MNU|Maulmyine|Maulmyine|Myanmar|Myanmar
MNV|MNV|Mountain Valley|Mountain Valley|Australia|Australia
MNW|MNW|Macdonald Downs|Macdonald Downs|Australia|Australia
MNX|MNX|Manicore|Manicore|Brazil|Brazil
MNY|MNY|Mono|Mono|Solomon Islands|Solomon Islands
MNZ|MNZ|Manassas|Manassas|United States|United States
MOA|MOA|Orestes Acosta|Orestes Acosta|Cuba|Cuba
MOB|MOB|Mobile Regional Airport|Mobile Regional Airport|United States|United States
MOC|MOC|Montes Claros|Montes Claros|Brazil|Brazil
MOD|MOD|Municipal|Municipal|United States|United States
MOE|MOE|Momeik|Momeik|Myanmar|Myanmar
MOF|MOF|Waioti|Waioti|Indonesia|Indonesia
MOG|MOG|Mong Hsat|Mong Hsat|Myanmar|Myanmar
MOH|MOH|Mohanbari|Mohanbari|India|India
MOI|MOI|Mitiaro Island|Mitiaro Island|Cook Islands|Cook Islands
MOJ|MOJ|Moengo|Moengo|Suriname|Suriname
MOK|MOK|Mankono|Mankono|Cote D&#039;Ivoire|Cote D&#039;Ivoire
MOL|MOL|Aro|Aro|Norway|Norway
MOM|MOM|Moudjeria|Moudjeria|Mauritania|Mauritania
MON|MON|Mount Cook Airport|Mount Cook Airport|New Zealand|New Zealand
MOO|MOO|Moomba|Moomba|Australia|Australia
MOP|MOP|Municipal|Municipal|United States|United States
MOQ|MOQ|Morondava|Morondava|Madagascar|Madagascar
MOR|MOR|Moore-Murrell|Moore-Murrell|United States|United States
MOS|MOS|Intermediate|Intermediate|United States|United States
MOT|MOT|International|International|United States|United States
MOU|MOU|Mountain Village|Mountain Village|United States|United States
MOV|MOV|Moranbah|Moranbah|Australia|Australia
MOX|MOX|Municipal|Municipal|Mexico|Mexico
MOY|MOY|Monterrey|Monterrey|Colombia|Colombia
MOZ|MOZ|Temae|Temae|French Polynesia|French Polynesia
MPA|MPA|Mpacha|Mpacha|Namibia|Namibia
MPB|MPB|SPB|SPB|United States|United States
MPC|MPC|Muko-Muko|Muko-Muko|Indonesia|Indonesia
MPD|MPD|Mirpur Khas|Mirpur Khas|Pakistan|Pakistan
MPE|MPE|Griswold|Griswold|United States|United States
MPF|MPF|Mapoda|Mapoda|Papua New Guinea|Papua New Guinea
MPG|MPG|Makini|Makini|Papua New Guinea|Papua New Guinea
MPH|MPH|Malay|Malay|Philippines|Philippines
MPI|MPI|Mamitupo|Mamitupo|Panama|Panama
MPJ|MPJ|Petit Jean Park|Petit Jean Park|United States|United States
MPK|MPK|Mokpo|Mokpo|Korea (South)|Korea (South)
MPL|MPL|Montpellier Méditerranée|Montpellier Méditerranée|France|France
MPM|MPM|Maputo International|Maputo International|Mozambique|Mozambique
MPN|MPN|Mount Pleasant|Mount Pleasant|Falkland Islands|Falkland Islands
MPO|MPO|Mt Pocono|Mt Pocono|United States|United States
MPP|MPP|Mulatupo|Mulatupo|Panama|Panama
MPQ|MPQ|Maan|Maan|Jordan|Jordan
MPR|MPR|Mcpherson|Mcpherson|United States|United States
MPS|MPS|Mount Pleasant|Mount Pleasant|United States|United States
MPT|MPT|Maliana|Maliana|Indonesia|Indonesia
MPU|MPU|Mapua|Mapua|Papua New Guinea|Papua New Guinea
MPV|MPV|Edward F Knapp State|Edward F Knapp State|United States|United States
MPW|MPW|Mariupol|Mariupol|Ukraine|Ukraine
MPX|MPX|Miyanmin|Miyanmin|Papua New Guinea|Papua New Guinea
MPY|MPY|Maripasoula|Maripasoula|French Guiana|French Guiana
MPZ|MPZ|Municipal|Municipal|United States|United States
MQA|MQA|Mandora|Mandora|Australia|Australia
MQB|MQB|Municipal|Municipal|United States|United States
MQC|MQC|Miquelon Aprt|Miquelon Aprt|St. Pierre and Miquelon|St. Pierre and Miquelon
MQD|MQD|Maquinchao|Maquinchao|Argentina|Argentina
MQE|MQE|Marqua|Marqua|Australia|Australia
MQF|MQF|Magnitogorsk|Magnitogorsk|Russian Federation|Russian Federation
MQG|MQG|Midgard|Midgard|Norway|Norway
MQH|MQH|Municipal|Municipal|Brazil|Brazil
MQI|MQI|Quincy|Quincy|United States|United States
MQJ|MQJ|Merkez|Merkez|Turkey|Turkey
MQK|MQK|San Matias|San Matias|Bolivia|Bolivia
MQL|MQL|Mildura|Mildura|Australia|Australia
MQM|MQM|Mardin|Mardin|Turkey|Turkey
MQN|MQN|Mo I Rana|Mo I Rana|Norway|Norway
MQO|MQO|Malam|Malam|Niger|Niger
MQP|MQP|Kruger Mpumalanga|Kruger Mpumalanga|South Africa|South Africa
MQQ|MQQ|Moundou|Moundou|Chad|Chad
MQR|MQR|Mosquera|Mosquera|Colombia|Colombia
MQS|MQS|Mustique|Mustique|Saint Vincent and the Grenadines|Saint Vincent and the Grenadines
MQT|MQT|Sawyer International|Sawyer International|United States|United States
MQU|MQU|Mariquita|Mariquita|Colombia|Colombia
MQV|MQV|Mostaganem|Mostaganem|Bosnia And Herzegovina|Bosnia And Herzegovina
MQW|MQW|Telfair-Wheeler|Telfair-Wheeler|Belize|Belize
MQX|MQX|Makale|Makale|Ethiopia|Ethiopia
MQY|MQY|Smyrna|Smyrna|United States|United States
MQZ|MQZ|Margaret River|Margaret River|Australia|Australia
MRA|MRA|Misurata|Misurata|Libya|Libya
MRB|MRB|Eastern Wv Regional Airport/Shepherd Field|Eastern Wv Regional Airport/Shepherd Field|United States|United States
MRC|MRC|Maury County|Maury County|United States|United States
MRD|MRD|A Carnevalli|A Carnevalli|Venezuela|Venezuela
MRE|MRE|Mara Lodges|Mara Lodges|Kenya|Kenya
MRF|MRF|Municipal|Municipal|United States|United States
MRG|MRG|Mareeba|Mareeba|Australia|Australia
MRH|MRH|May River|May River|Papua New Guinea|Papua New Guinea
MRI|MRI|Merrill Field|Merrill Field|United States|United States
MRJ|MRJ|Marcala|Marcala|Honduras|Honduras
MRK|MRK|Marco Island|Marco Island|United States|United States
MRL|MRL|Miners Lake|Miners Lake|Australia|Australia
MRM|MRM|Manare|Manare|Papua New Guinea|Papua New Guinea
MRN|MRN|Lenoir|Lenoir|United States|United States
MRO|MRO|Masterton|Masterton|New Zealand|New Zealand
MRP|MRP|Marla|Marla|Australia|Australia
MRQ|MRQ|Marinduque|Marinduque|Philippines|Philippines
MRR|MRR|Macara|Macara|Ecuador|Ecuador
MRS|MRS|Marseille Provence Airport|Marseille Provence Airport|France|France
MRT|MRT|Moroak|Moroak|Australia|Australia
MRU|MRU|Sir Seewoosagur Ramgoolam Int|Sir Seewoosagur Ramgoolam Int|Mauritius|Mauritius
MRV|MRV|Mineralnye Vodyj|Mineralnye Vodyj|Russian Federation|Russian Federation
MRW|MRW|Maribo|Maribo|Denmark|Denmark
MRX|MRX|Mahshahr|Mahshahr|Iran|Iran
MRY|MRY|Monterey Peninsula|Monterey Peninsula|United States|United States
MRZ|MRZ|Moree|Moree|Australia|Australia
MSA|MSA|Muskrat Dam|Muskrat Dam|Canada|Canada
MSB|MSB|Marigot SPB|Marigot SPB|Netherlands|Netherlands
MSC|MSC|Falcon Field|Falcon Field|United States|United States
MSD|MSD|Mt Pleasant|Mt Pleasant|United States|United States
MSE|MSE|Kent International|Kent International|United Kingdom|United Kingdom
MSF|MSF|Mount Swan|Mount Swan|Australia|Australia
MSG|MSG|Matsaile|Matsaile|Lesotho|Lesotho
MSH|MSH|Masirah|Masirah|Oman|Oman
MSI|MSI|Masalembo|Masalembo|Philippines|Philippines
MSJ|MSJ|Misawa|Misawa|Japan|Japan
MSK|MSK|Mastic Point|Mastic Point|Greece|Greece
MSL|MSL|Sheffield|Sheffield|United States|United States
MSM|MSM|Masi Manimba|Masi Manimba|Democratic Republic Of Congo|Democratic Republic Of Congo
MSN|MSN|Dane County Regional|Dane County Regional|United States|United States
MSO|MSO|Missoula International|Missoula International|United States|United States
MSP|MSP|Minneapolis - St. Paul Intl|Minneapolis - St. Paul Intl|United States|United States
MSQ|MSQ|Minsk International 2|Minsk International 2|Belarus|Belarus
MSR|MSR|Mus|Mus|Turkey|Turkey
MSS|MSS|Richards Field|Richards Field|United States|United States
MST|MST|Maastricht/aachen|Maastricht/aachen|Netherlands|Netherlands
MSU|MSU|Moshoeshoe Intl|Moshoeshoe Intl|Lesotho|Lesotho
MSV|MSV|Sullivan County Intl|Sullivan County Intl|United States|United States
MSW|MSW|Massawa International|Massawa International|Eritrea|Eritrea
MSX|MSX|Mossendjo|Mossendjo|Congo|Congo
MSZ|MSZ|Namibe|Namibe|Angola|Angola
MTA|MTA|Matamata|Matamata|New Zealand|New Zealand
MTB|MTB|Monte Libano|Monte Libano|Colombia|Colombia
MTC|MTC|Selfridge ANGB|Selfridge ANGB|United States|United States
MTD|MTD|Mt Sandford|Mt Sandford|Australia|Australia
MTE|MTE|Monte Alegre|Monte Alegre|Brazil|Brazil
MTF|MTF|Mizan Teferi|Mizan Teferi|Ethiopia|Ethiopia
MTG|MTG|Mato Grosso|Mato Grosso|Brazil|Brazil
MTH|MTH|Marathon Flight Strip|Marathon Flight Strip|Canada|Canada
MTI|MTI|Mosteiros|Mosteiros|Cape Verde|Cape Verde
MTJ|MTJ|Montrose Regional Airport|Montrose Regional Airport|United States|United States
MTK|MTK|Makin Island|Makin Island|Kiribati|Kiribati
MTL|MTL|Maitland|Maitland|Australia|Australia
MTM|MTM|SPB|SPB|United States|United States
MTN|MTN|Glenn L Martin|Glenn L Martin|United States|United States
MTO|MTO|Coles County Memorial|Coles County Memorial|United States|United States
MTP|MTP|Montauk Airport|Montauk Airport|United States|United States
MTQ|MTQ|Mitchell|Mitchell|Australia|Australia
MTR|MTR|S. Jeronimo|S. Jeronimo|Colombia|Colombia
MTS|MTS|Matsapha Intl|Matsapha Intl|Swaziland|Swaziland
MTT|MTT|Minatitlan|Minatitlan|Mexico|Mexico
MTU|MTU|Montepuez|Montepuez|Mozambique|Mozambique
MTV|MTV|Mota Lava|Mota Lava|Vanuatu|Vanuatu
MTW|MTW|Municipal|Municipal|United States|United States
MTX|MTX|Metro Field|Metro Field|United States|United States
MTY|MTY|Gen Mariano Escobedo|Gen Mariano Escobedo|Mexico|Mexico
MTZ|MTZ|Masada|Masada|Israel|Israel
MUA|MUA|Munda|Munda|Solomon Islands|Solomon Islands
MUB|MUB|Maun|Maun|Botswana|Botswana
MUC|MUC|Franz Josef Strauss|Franz Josef Strauss|Germany|Germany
MUD|MUD|Mueda|Mueda|Mozambique|Mozambique
MUE|MUE|Kamuela|Kamuela|United States|United States
MUF|MUF|Muting|Muting|Indonesia|Indonesia
MUG|MUG|Mulege|Mulege|Mexico|Mexico
MUH|MUH|Mersa Matruh|Mersa Matruh|Egypt|Egypt
MUI|MUI|Muir AAF|Muir AAF|Haiti|Haiti
MUJ|MUJ|Mui|Mui|Ethiopia|Ethiopia
MUK|MUK|Mauke Island|Mauke Island|Cook Islands|Cook Islands
MUL|MUL|Spence|Spence|United States|United States
MUM|MUM|Mumias|Mumias|Kenya|Kenya
MUN|MUN|Quiriquire|Quiriquire|Venezuela|Venezuela
MUO|MUO|AFB|AFB|United States|United States
MUP|MUP|Mulga Park|Mulga Park|Australia|Australia
MUQ|MUQ|Muccan|Muccan|Australia|Australia
MUR|MUR|Marudi|Marudi|Malaysia|Malaysia
MUS|MUS|Marcus Island|Marcus Island|Japan|Japan
MUT|MUT|Muscatine|Muscatine|United States|United States
MUU|MUU|Mount Union|Mount Union|United States|United States
MUV|MUV|Mustin Alf|Mustin Alf|Egypt|Egypt
MUW|MUW|Mascara|Mascara|Algeria|Algeria
MUX|MUX|Multan|Multan|Pakistan|Pakistan
MUY|MUY|Mouyondzi|Mouyondzi|Congo|Congo
MUZ|MUZ|Musoma|Musoma|Tanzania|Tanzania
MVA|MVA|Reykiahlid|Reykiahlid|Iceland|Iceland
MVB|MVB|Franceville/Mvengue|Franceville/Mvengue|Gabon|Gabon
MVC|MVC|Monroe - Walton County|Monroe - Walton County|Chad|Chad
MVD|MVD|Carrasco International|Carrasco International|Uruguay|Uruguay
MVE|MVE|Montevideo-Chippewa|Montevideo-Chippewa|United States|United States
MVF|MVF|Dixsept Rosado|Dixsept Rosado|Brazil|Brazil
MVG|MVG|Mevang|Mevang|Gabon|Gabon
MVH|MVH|Macksville|Macksville|Australia|Australia
MVI|MVI|Manetai|Manetai|Papua New Guinea|Papua New Guinea
MVJ|MVJ|Marlboro|Marlboro|Jamaica|Jamaica
MVK|MVK|Mulka|Mulka|Australia|Australia
MVL|MVL|Morrisville-Stowe|Morrisville-Stowe|United States|United States
MVM|MVM|Monument Valley|Monument Valley|United States|United States
MVN|MVN|Mt Vernon-Outland|Mt Vernon-Outland|United States|United States
